service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,case_record_type,service_name,service_name_detail,date_closed,status,lat,lng,street_address,zipcode,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,specify_the_issue,referred,iamfloc,floc,public_url,public_description
115374,,150000776654.0,2016-11-01T06:57:00,31.0,TSW,Street Light Maintenance,,2016-12-02,Closed,32.753092,-117.239256,"2397 Sunset Cliffs Boulevard San Diego, CA 92107",,2.0,17.0,Mission Bay Park,,Mobile,,,,SS-025880-015,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EYt6AAG,Light pole knocked over
115386,,150000776634.0,2016-11-01T08:31:00,28.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.99977840619589,-117.06716601586912,"12801-12917 Paseo Lucido, San Diego, CA 92128, USA",,5.0,31.0,Rancho Bernardo,,Web,,,,SX-000612-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EZolAAG,"corte sabio at paseo lucido, intersection is dark.
Second time reported."
115403,,150000776602.0,2016-11-01T08:57:00,15.0,TSW,Street Light Maintenance,,2016-11-16,Closed,32.902923993672715,-117.0632109068457,"10289 RUE FINISTERRE, 92131",,5.0,34.0,Scripps Miramar Ranch,,Phone,,,,36412058,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ea79AAC,S./L OUT
115480,,150000776651.0,2016-11-01T12:21:00,21.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.7331738,-117.083104,"5235 Maple Street, San Diego, CA, United States",,4.0,57.0,Mid-City:Eastern Area,,Web,,,,BP-000934-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EcAtAAK,"(3) lights out at Oak Park
1. in parking lot closest to 52nd street
2. (south end) of park (52nd street towards Oak Park drive)
3. 3rd base side of softball field"
115492,,150000776683.0,2016-11-01T13:21:00,18.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.710818,-117.161993,"518 Third Avenue San Diego, CA 92101",,3.0,4.0,Downtown,,Mobile,,,,SS-000097-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EclfAAC,Street light on during the day
115530,,150000776801.0,2016-11-01T15:49:00,28.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.8130434,-117.049478,"6756 Monte Verde Drive, San Diego, CA, United States",,7.0,20.0,Navajo,,Web,,,,SS-018846-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EdgHAAS,Light out
115573,,150000776379.0,2016-11-01T18:25:00,18.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.571001,-117.090737,"2002 Hansel Drive, San Diego, CA, United States",,8.0,25.0,Otay Mesa-Nestor,,Phone,,,,SX-016657-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EdzOAAS,"Street light is burnt out 
Light pole #927 K"
115576,,150000776810.0,2016-11-01T18:41:00,18.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.788509,-117.209059,"2540 East Mission Bay Drive San Diego, CA 92109",,2.0,17.0,Mission Bay Park,MISSION BAY PARK,Mobile,,,,BP-001243-009,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EdznAAC,Street light out along mission bay bike path near runners bathroom
115612,,150000776874.0,2016-11-02T07:57:00,20.0,TSW,Street Light Maintenance,,2016-11-22,Closed,33.0281751,-117.0758266,"17345 Bernardo Center Drive, San Diego, CA, United States",,5.0,31.0,Rancho Bernardo,,Web,,,,SX-000301-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EfNqAAK,"Both city street lights are out in each corner of Bernardo Center Dr and Bernardo Center Ct.
Both lights ate concrete"
115685,,150000776887.0,2016-11-02T10:23:00,30.0,TSW,Street Light Maintenance,,2016-12-02,Closed,32.744697512669816,-117.22166757599,"3601-3611 Plumosa Dr, San Diego, CA 92106, USA",,2.0,30.0,Peninsula,PLUMOSA MP,Web,,,,SS-031319,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EgzRAAS,11/02/2016 - Majority of Street Lights surrounding the vicinity of Plumosa Park (Plumosa Drive) were not on this morning.
115710,,150000776900.0,2016-11-02T11:43:00,20.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.8590976892953,-117.2544704981125,"8405 PASEO DEL OCASO, 92037",,1.0,10.0,La Jolla,,Phone,,,,SX-003650-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EhqzAAC,Sdge took down pole that had a light and underground fuse box attached and needs to be re attached. Pole number 60671
115721,115573.0,,2016-11-02T12:05:00,17.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.570789949777605,-117.09091763345978,"2005 HANSEL DR, 92154",,8.0,25.0,Otay Mesa-Nestor,,Phone,,,,SX-016657-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ei5BAAS,Light out.
115730,,150000776944.0,2016-11-02T13:00:00,30.0,TSW,Street Light Maintenance,,2016-12-02,Closed,32.675898,-117.0453506,"6534 Omega Drive, San Diego, CA, United States",,4.0,44.0,Skyline-Paradise Hills,,Web,,,,SX-015979-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EihUAAS,STREET LIGHT OUT ON OMEGA DR/BROADWAY
115787,,150000777055.0,2016-11-02T16:16:00,17.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.82807560174989,-117.1265531425524,5075 Ruffin Rd,,6.0,50.0,Kearny Mesa,,Mobile,,,,SS-030565-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EjyRAAS,"Light probably Ok

Cap at bottom of pole needs to be put back on"
115791,,150000777061.0,2016-11-02T16:35:00,20.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.74381993120938,-117.24593191070556,"4700-4784 Newport Ave, San Diego, CA 92107, USA",,2.0,23.0,Ocean Beach,,Web,,,,BP-001146-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ek2EAAS,Ocean Beach joint use field lights timer needs to be adjusted during the week due to day light savings and change of permit. Please fix as soon as possible. Thank You
115851,,150000777056.0,2016-11-02T20:25:00,20.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.806590897993,-117.1975269914765,3643 Waco St,,2.0,6.0,Clairemont Mesa,,Mobile,,,,SS-028171-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EkZcAAK,"Walkway thru South Clairemont park, 2nd light from Waco Street. Out again. 3rd time in past 5 months. I think the problem is bigger than bulb. When ""fixed"", flickers on and off. Finally dies. Dead now. Please find problem and fix for good ;-)"
115863,,150000777070.0,2016-11-02T23:29:00,17.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.562131057523715,-117.054878231247,3643?3667 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EkfzAAC,All 3 street light are out on Beyer Blvd
115868,112124.0,,2016-11-03T06:06:00,12.0,TSW,Street Light Maintenance,,2016-11-15,Closed,33.04272708951779,-117.0862113778638,33.043N 117.086W,,5.0,31.0,Rancho Bernardo,,Mobile,,,,SS-018927-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004El0OAAS,No light
115881,,150000777096.0,2016-11-03T07:50:00,19.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.959621,-117.1072069,"10125 Azuaga Street, San Diego, CA, United States",,5.0,29.0,Rancho Penasquitos,,Web,,,,SS-003275-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004ElosAAC,Adjacent to 10125 Azuaga St nearest our US postal box
115895,,150000777126.0,2016-11-03T08:53:00,26.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.7621086,-117.1466136,"4664 Park Boulevard, San Diego, CA, United States",,3.0,42.0,Uptown,,Web,,,,SS-021174-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EmVmAAK,"At 4664 Park Blvd, first streetlight, south of Adams Avenue on the west side of the street, the double acorn light that is facing the street side is out."
115897,,150000777127.0,2016-11-03T09:01:00,29.0,TSW,Street Light Maintenance,,2016-12-02,Closed,32.7592788,-117.1460191,"4505 Park Boulevard, San Diego, CA, United States",,3.0,28.0,North Park,,Web,,,,SS-021176-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EmahAAC,"At 4505 Park Boulevard, first streetlight north of Monroe Avenue on the east side is out.  It is a double acorn and both lights are out."
115910,114369.0,,2016-11-03T09:25:00,16.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.7623107,-117.1466482,"1735 Adams Avenue, San Diego, CA, United States",,3.0,42.0,Uptown,,Web,,,,SS-001773-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Emp3AAC,"At 1735 Adams Avenue, first light west of Park Boulevard, on the south side of the street, both acorn lamps are out."
115959,,150000777238.0,2016-11-03T12:09:00,16.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.6669143,-117.0517238,"6240 Parkside Ave, San Diego, CA, United States",,4.0,44.0,Skyline-Paradise Hills,,Web,,,,59133062,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Eo0hAAC,The security lights at Parkside Park are not turning on.  We have several ones that are out.
115977,,150000777199.0,2016-11-03T12:59:00,16.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.76592386035102,-117.06274158516112,"4800 CATOCTIN DR, 92115",,9.0,38.0,College Area,,Phone,,,,SS-006719,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EoLaAAK,ST LGTS ON 4800 CATOCTIN DR STAY ON BY DAY AND OFF BY NIGHT
116001,115863.0,,2016-11-03T14:30:00,16.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.56202062594943,-117.0547445398914,3643?3667 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EpVVAA0,All 3 street lights are out
116020,,150000777294.0,2016-11-03T15:26:00,12.0,TSW,Street Light Maintenance,,2016-11-15,Closed,32.925623,-117.08252,"11341 Wills Creek Road, San Diego, CA, United States",,5.0,9.0,Miramar Ranch North,,Web,,,,SS-028857,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EpkgAAC,"The city street light across from 11341 Wills Creek Rd  shines into bedroom window of 14490 Holly Fern Ct. The customer at 14490 Holly Fern Ct is requesting a shield installed to help prevent the light from shining directly into their home.
Location:  WILLS CREEK RD W/O SPRUCE RUN DR 270'"
116081,,150000777324.0,2016-11-03T20:43:00,19.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.748011,-117.227708,"2654 Worden Street, San Diego, CA, United States",,2.0,30.0,Peninsula,,Web,,,,SS-029082,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EqHPAA0,"The street light is out.  It is at the entrance to a condo complex driveway.  Because of the trees, the darkness makes it difficult to see pedestrians on the sidewalk."
116085,,150000777327.0,2016-11-03T21:43:00,16.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.72272059713877,-117.1426090754092,"26TH ST & PERSHING DR,, 92101",,3.0,1.0,Balboa Park,,Phone,,,,BP-001235-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EqKJAA0,STREET AND PARK LIGHTS OUT IN GOLDEN HILL PARK
116088,,150000777329.0,2016-11-03T22:41:00,16.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.56114953666233,-117.052972605561,3738 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EqLvAAK,Street lights are all out !!!
116091,,150000777331.0,2016-11-04T00:29:00,16.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.95210945285557,-117.2315270403675,Kelsford Pl,,1.0,21.0,Carmel Valley,,Mobile,,,,SS-026736-015,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EqO1AAK,"N/W corner street light out Townsgate Dr & Kelsford Pl., entrance to Del Mar Highlands Town Center"
116094,,150000777377.0,2016-11-04T04:10:00,15.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.56231089125626,-117.0547504072236,3644?3698 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EqQlAAK,3 street lights are out
116130,115134.0,,2016-11-04T08:40:00,20.0,TSW,Street Light Maintenance,,2016-11-24,Closed,33.025656,-117.082629,"17097 Botero Drive, San Diego, CA, United States",,5.0,31.0,Rancho Bernardo,,Web,,,,SX-000344-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EroFAAS,"Street light out at 17097 Botero Drive at Oculto Road, San Diego, CA 92127

This issue was previously submitted to SDG&E on Monday 10/31/16 and was forwarded to the City of San Diego on 11/2/16

Thank you"
116158,116159.0,,2016-11-04T10:14:00,20.0,TSW,Street Light Maintenance,,2016-11-24,Closed,33.012799,-117.056843,"16407 Pomerado Road San Diego, CA 92128",,5.0,31.0,Rancho Bernardo,,Mobile,,,,SS-022207-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EscFAAS,Light out
116159,,150000777381.0,2016-11-04T10:17:00,20.0,TSW,Street Light Maintenance,,2016-11-24,Closed,33.012636,-117.057082,"16407 Pomerado Road San Diego, CA 92128",,5.0,31.0,Rancho Bernardo,,Mobile,,,,SS-022207-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EseHAAS,Light out
116185,,150000777426.0,2016-11-04T11:51:00,15.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.7471991,-117.1268322,"3795 31st Street, San Diego, CA, United States",,3.0,28.0,North Park,,Web,,,,SS-000702,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Eta0AAC,Two street lights that are in the parking lot of the North Park Brand Library are out and need to be replaced.
116221,,150000777433.0,2016-11-04T12:38:00,35.0,TSW,Street Light Maintenance,,2016-12-09,Closed,32.973193137195274,-117.09297626302111,"10826 Carmel Mountain Rd, San Diego, CA 92129, USA",,5.0,29.0,Rancho Penasquitos,,Web,,,,SS-012078-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Eu58AAC,Street light out at the southwest corner of the intersection.
116253,,150000777454.0,2016-11-04T14:03:00,15.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.75524935896561,-117.14638323415092,"EL CAJON BL & NORMAL ST,, 92103",,3.0,42.0,Uptown,,Email,,,,SS-010035-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EuhmAAC,"Westbound El Cajon Blvd., just prior to the 805 North on ramp.  There are two lights on one pole.  The one on right is out."
116254,,150000777461.0,2016-11-04T14:06:00,28.0,TSW,Street Light Maintenance,,2016-12-02,Closed,32.9398301,-117.2379475,"3501 Caminito Carmel Landing, San Diego, CA, United States",,1.0,21.0,Carmel Valley,,Web,,,,SS-006494,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EumCAAS,The first city street light out is located in front of 3501 Caminito Carmel Landing  and 2nd street light next to transformer # D282689734 near 3517 Caminito Carmel Landing
116259,,150000777465.0,2016-11-04T14:25:00,18.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.8510923,-117.2102916,"3585 Governor Drive, San Diego, CA, United States",,1.0,99.0,University,STANDLEY CP,Web,,,,BP-001242-022,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Eur8AAC,"The parking lot security lights for the Standley Rec Center  do not always come on. The breaker keeps ""tripping"". The electrical box is located in the Standley  Recreation Center office.   Thanks"
116316,,150000777505.0,2016-11-04T18:57:00,15.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.709362,-117.160451,"431 J Street San Diego, CA 92101",,3.0,4.0,Downtown,,Mobile,,,,SS-014368-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EvavAAC,Street light is out
116325,,150000777504.0,2016-11-04T20:17:00,15.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.708316,-117.079937,"5335 Naranja Street, San Diego, CA, United States",,4.0,11.0,Encanto Neighborhoods,,Web,,,,SX-014517-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EvcXAAS,Street light on 53rd and Naranja St. is completely obstructed by the overgrown pepper tree. The street is completely dark as a result. Tree  needs to be cut back.
116342,115863.0,,2016-11-05T00:56:00,15.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.56192360542022,-117.0545863733786,3643?3667 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EvfRAAS,All street lights are out on BEYER BLVD extremely dark street now
116349,,150000777533.0,2016-11-05T06:23:00,19.0,TSW,Street Light Maintenance,,2016-11-24,Closed,32.72135131164882,-117.13390412828232,"28TH ST & BEECH ST,, 92102",,3.0,8.0,Greater Golden Hill,,Phone,,,,SX-013380-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Evj9AAC,PER CONSUMER THERE IS A BROKEN STREET LIGHT AT THE INTERSECTION.
116415,,150000777562.0,2016-11-05T11:44:00,24.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.56168585273676,-117.0542527736323,3669?3695 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EvysAAC,Both street lighters out  the box are open look like someone move the cables !!
116467,,150000777620.0,2016-11-05T16:07:00,24.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.770048,-117.120833,"5052 34th Street, San Diego, CA, United States",,3.0,59.0,Mid-City:Normal Heights,,Web,,,,SX-008776-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ew9gAAC,The street light on the corner of 34th and Mountainview st is out. Thanks.
116470,,150000777622.0,2016-11-05T16:34:00,17.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.837432983342474,-117.17689185066224,"5318 Aberdeen St, San Diego, CA 92117, USA",,6.0,6.0,Clairemont Mesa,,Web,,,,SS-001621-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwAKAA0,"Street light blinks on and off all night. Pole # JP93133
Light is located at: 5318 Aberdeen St.  San Diego, CA. 92117"
116476,,150000777609.0,2016-11-05T17:10:00,17.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.710265,-117.155853,"983 Island Avenue, San Diego, CA, United States",,3.0,4.0,Downtown,,Web,,,,SS-014280-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwBDAA0,Street light on all day
116491,,150000777611.0,2016-11-05T19:26:00,17.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.809481,-117.047937,"6903-6991 Tuxedo Road San Diego, CA 92119",,7.0,20.0,Navajo,TUXEDO NP,Mobile,,,,SX-006131-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwECAA0,Tuxedo Park light out on walk way
116492,,150000777610.0,2016-11-05T19:27:00,17.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.84424684583484,-117.27389035230895,"7734 Girard Ave, La Jolla, CA 92037, USA",,1.0,10.0,La Jolla,,Web,,,,SS-012158-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwEHAA0,"Light is out in front of Spice Thai Kitchen on Girard Ave. in La Jolla
thank you"
116505,112588.0,,2016-11-05T21:36:00,14.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.7698139,-117.059431,"6486 Montezuma Road, San Diego, CA, United States",,9.0,38.0,College Area,,Web,,,,SX-008875-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwHBAA0,A car hit the street light in front of my home at 6486 Montezuma Rd. a few months ago. The lamp post was taken down and never replaced. The street is extremely dark and seems dangerous now. Please put back the light!!
116516,,150000777601.0,2016-11-05T23:54:00,17.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.7130484,-117.0828092,"753 Winston Drive, San Diego, CA, United States",,4.0,11.0,Encanto Neighborhoods,,Web,,,,SX-014161-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwJHAA0,The street light is out and it's is completely dark when I get home from work and when I leave from work it will be pitch black and I feel unsafe
116636,,150000777732.0,2016-11-06T17:50:00,16.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.707584,-117.1590096,"289 Sixth Ave, San Diego, CA, United States",,3.0,4.0,Downtown,,Web,,,,SS-000230-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwlLAAS,Street lights out
116638,,150000777733.0,2016-11-06T18:08:00,16.0,TSW,Street Light Maintenance,,2016-11-22,Closed,32.7095799,-117.1602775,"410 Fifth Ave, San Diego, CA, United States",,3.0,4.0,Downtown,,Web,,,,SS-000185-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwlfAAC,Street lights out 5th between island and J street
116639,,150000777725.0,2016-11-06T18:23:00,13.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.7115625,-117.1583004,"700 Market Street, San Diego, CA, United States",,3.0,4.0,Downtown,,Web,,,,SS-017570,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwlpAAC,Street lights out next LAZ parking lot
116641,,150000777723.0,2016-11-06T18:37:00,13.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.7147081,-117.1564976,"900 E Street, San Diego, CA, United States",,3.0,4.0,Downtown,,Web,,,,SX-013890-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwmEAAS,Street lights out next to salvation army rehabilitation center
116644,,150000777736.0,2016-11-06T19:24:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.74510029240767,-117.2501344141711,4900?4998 Niagara Ave,,2.0,23.0,Ocean Beach,,Mobile,,,,SX-011032-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwmsAAC,Light out
116645,,150000777737.0,2016-11-06T19:25:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.74523398376326,-117.2499557119955,1858 Cable St,,2.0,23.0,Ocean Beach,,Mobile,,,,SS-005291-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwmxAAC,Light out
116646,,150000777738.0,2016-11-06T19:26:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.74558091073553,-117.2496703920115,4905 Newport Ave,,2.0,23.0,Ocean Beach,,Mobile,,,,SS-005291-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ewn2AAC,Light out
116647,116648.0,,2016-11-06T19:26:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.74549956436525,-117.249565953498,1875 Cable St,,2.0,23.0,Ocean Beach,,Mobile,,,,SS-005291-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ewn7AAC,Light out
116648,,150000777739.0,2016-11-06T19:27:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.74541779889981,-117.2496066895474,1875 Cable St,,2.0,23.0,Ocean Beach,,Mobile,,,,SS-005291-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwnCAAS,Light out
116649,,150000777740.0,2016-11-06T19:28:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.745004822530554,-117.2499262915154,1851?1873 Cable St,,2.0,23.0,Ocean Beach,,Mobile,,,,SX-011032-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwnHAAS,Light out
116650,,150000777741.0,2016-11-06T19:29:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.74487687277863,-117.2499956098546,4893 Niagara Ave,,2.0,23.0,Ocean Beach,,Mobile,,,,SX-011032-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwnMAAS,Light out
116651,,150000777748.0,2016-11-06T19:29:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.74493718057195,-117.2501881421704,4897?4999 Niagara Ave,,2.0,23.0,Ocean Beach,,Mobile,,,,SX-011032-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwnRAAS,Light out
116663,115863.0,,2016-11-06T21:22:00,13.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.56178936924093,-117.0541088563549,3728 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwpXAAS,Street out ! Beyer Blvd extremely dark
116664,115863.0,,2016-11-06T21:24:00,13.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.56217824763857,-117.0546380897211,3644?3698 Beyer Blvd,,8.0,33.0,San Ysidro,,Mobile,,,,SS-004192-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwpcAAC,All 3 street light on this section of Beyer Blvd are out for days extremely dark
116668,,150000777744.0,2016-11-06T22:55:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.716075,-117.1703416666667,820 W Broadway,,3.0,4.0,Downtown,,Mobile,,,,SS-029752-012,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwqzAAC,All shorter street lights are out on the West side of Kettner between West E Street and West F Street
116669,,150000777743.0,2016-11-06T22:57:00,23.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.71462978429727,-117.1692084116471,700 W E St,,3.0,4.0,Downtown,,Mobile,,,,SX-013887-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ewr4AAC,All four tall intersection street lights are out at the intersection of Kettner blvd at West E St.
116671,116085.0,,2016-11-06T23:11:00,13.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.71968594289638,-117.1390727722246,2600 Golf Course Dr,,3.0,1.0,Balboa Park,BALBOA PARK,Mobile,,,,BP-001235-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EwrOAAS,Every streetlight in park out for a week now.
116676,,150000777914.0,2016-11-07T05:21:00,12.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.714744,-117.154659,"909 11th Avenue San Diego, CA 92101",,3.0,4.0,Downtown,,Mobile,,,,SS-000334,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004Ex4NAAS,"The white street light on top of the northwest signal light at this intersection flashes all night, looks like the ballast needs to be replaced."
116743,,150000777817.0,2016-11-07T09:06:00,22.0,TSW,Street Light Maintenance,,2016-11-29,Closed,32.729858333333326,-117.1297,2304 30th St,,3.0,28.0,North Park,,Mobile,,,,SS-000692,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004EzIIAA0,
116824,115573.0,,2016-11-07T10:44:00,12.0,TSW,Street Light Maintenance,,2016-11-19,Closed,32.570789949777605,-117.09091763345978,"HANSEL DR & FRAULINE DR,, 92154",,8.0,25.0,Otay Mesa-Nestor,,Phone,,,,SX-016657-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004F0R5AAK,1165
116839,,150000777902.0,2016-11-07T11:27:00,17.0,TSW,Street Light Maintenance,,2016-11-24,Closed,32.82464949893339,-117.22065477294922,"4511-4539 Caminito Cristalino, San Diego, CA 92117, USA",,2.0,6.0,Clairemont Mesa,,Web,,,,SS-005700,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004F0wIAAS,Light goes on and off every 5 minutes. It is on its way out.
116840,115305.0,,2016-11-07T11:36:00,8.0,TSW,Street Light Maintenance,,2016-11-15,Closed,32.7205038,-117.0688535,"5982 Old Memory Lane, San Diego, CA, United States",,4.0,11.0,Encanto Neighborhoods,,Web,,,,SS-020419,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004F0JEAA0,Street light has been out since 1 month
116855,101258.0,,2016-11-07T12:22:00,30.0,TSW,Street Light Maintenance,,2016-12-07,Closed,33.01167376787504,-117.06434974225446,"12265 NIVEL CT, 92128",,5.0,31.0,Rancho Bernardo,,Phone,,,,SS-019957-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000004F1TcAAK,PER CUSTOMER THERE IS A STREET LIGHT OUT AT THE ADDRESS.
